Date,Type,Description,Account_Type,Card_Name,Amount,Category
2026-04-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2026-04-13,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-127.3,Transport
2026-04-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1785.29,Services
2026-04-14,Expense,Supply Warehouse,Business,Business Checking *9901,-439.32,Services
2026-04-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2026-04-15,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-125.86,Shopping
2026-04-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1245.41,Services
2026-04-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2499.04,Services
2026-04-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2026-04-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1089.3,Services
2026-04-18,Expense,Supply Warehouse,Business,Business Checking *9901,-153.28,Services
2026-04-18,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-108.16,Health
